year,month,day,hour,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
2019,0,0,0,0.0,0.0,0.0,0.24010349288486418,0.39930555555555003,0.052267486548808605,0.3975766755017034,0.6024233244982959,0.15954415954415954,0.14721345951629927,0.07704144439885105,0.1384615384615384,0.14954337899543368,0.7273354855533747,0.19889502762430888,0.11597461164383863
2019,0,0,1,0.0,0.0,0.0,0.3968952134540751,0.4166666666666643,0.25269023827824744,0.41461567588034853,0.5853843241196512,0.06623931623931625,0.13985278654048372,0.07218802717366524,0.13736263736263732,0.14954337899543368,0.7164057588394993,0.1975138121546962,0.11503469476994563
2019,0,0,2,0.0,0.0,0.0,0.5498059508408798,0.3958333333333286,0.03920061491160645,0.394168875425974,0.6058311245740251,0.06623931623931625,0.13038906414300744,0.06590525691879817,0.13186813186813184,0.14269406392694028,0.6795346716988455,0.19337016574585641,0.11222554471451349
2019,0,0,3,0.0,0.0,0.0,0.6540750323415266,0.41319444444444997,0.25269023827824744,0.41120787580461915,0.5887921241953804,0.06623931623931625,0.12723449001051557,0.06384329549081291,0.12417582417582396,0.13584474885844755,0.6819559192452541,0.17541436464088367,0.10017446765281376
2019,0,0,4,0.0,0.0,0.0,0.6582147477360932,0.4166666666666643,0.17428900845503456,0.41461567588034853,0.5853843241196512,0.06481481481481485,0.11041009463722395,0.05302284229243606,0.113186813186813,0.12671232876712346,0.6916681996349178,0.16850828729281764,0.0956391920601759
2019,0,0,5,0.0,0.0,0.0,0.5689521345407504,0.42361111111111427,0.19331283627978474,0.4216205982582366,0.578379401741764,0.06410256410256412,0.1009463722397479,0.04705010714448546,0.10329670329670315,0.11529680365296802,0.685855386176602,0.15745856353591137,0.08847850956038569
2019,0,0,6,0.0,0.0,0.0,0.4501940491591203,0.4374999999999929,0.2321291314373559,0.4356304430140092,0.5643695569859899,0.06410256410256412,0.08832807570977974,0.039224000364747186,0.09780219780219768,0.10502283105022836,0.6819569299935515,0.14364640883977886,0.07969594042481773
2019,0,0,7,0.0,0.0,0.0,0.3309184993531695,0.4374999999999929,0.17832436587240583,0.4356304430140092,0.5643695569859899,0.10826210826210828,0.07886435331230324,0.03345187616833081,0.08461538461538454,0.09474885844748848,0.6782858921774146,0.13535911602209927,0.07452463085736499
2019,0,0,8,0.0,0.0,0.0,0.2269081500646831,0.45486111111111427,0.3022674865488086,0.4526694433926526,0.5473305566073454,0.15811965811965814,0.07150368033648835,0.02902361738020337,0.07802197802197797,0.08219178082191791,0.6683825803595435,0.11878453038674008,0.06441522417989162
2019,0,0,9,0.0,0.0,0.0,0.13557567917205693,0.47569444444443576,0.49654112221368174,0.47330556607345464,0.5266944339265429,0.4821937321937323,0.07150368033648835,0.029029316554962853,0.07252747252747249,0.07876712328767121,0.6673111871643053,0.10497237569060758,0.0562209864710273
2019,0,0,10,0.0,0.0,0.0,0.06002587322121605,0.5347222222222072,0.7455803228285933,0.5319954562665661,0.4680045437334339,0.5487891737891738,0.06203995793901185,0.02339625222267816,0.07252747252747249,0.07305936073059338,0.6701422931453073,0.08149171270718192,0.04261692645415477
2019,0,0,11,0.0,0.0,0.0,0.0882276843467012,0.5555555555555571,0.5318985395849346,0.5527262400605828,0.44727375993941676,0.5470085470085471,0.06309148264984299,0.024016322436511223,0.07252747252747249,0.0696347031963469,0.6771295961251954,0.075966850828729,0.03951449406589136
2019,0,0,12,0.0,0.0,0.0,0.19508408796895219,0.6284722222222214,0.824750192159877,0.6254259750094633,0.3745740249905336,0.5470085470085471,0.06729758149316556,0.02651028131126615,0.07252747252747249,0.06849315068493111,0.6864188783523995,0.08287292817679548,0.04339253455122061
2019,0,0,13,0.0,0.0,0.0,0.3676584734799483,0.6458333333333286,0.5197924673328208,0.6429382809541835,0.35706171904581563,0.55982905982906,0.08412197686645695,0.03665709205307072,0.07472527472527468,0.08105022831050213,0.696762371053786,0.08149171270718192,0.04261692645415477
2019,0,0,14,0.0,0.0,0.0,0.552393272962484,0.6458333333333286,0.4219830899308224,0.6429382809541835,0.35706171904581563,0.55982905982906,0.09148264984227206,0.04116513928783108,0.08021978021977993,0.091324200913242,0.7108415894623427,0.09254143646408819,0.048942814362000514
2019,0,0,15,0.0,0.0,0.0,0.7071151358344115,0.6458333333333286,0.4219830899308224,0.6429382809541835,0.35706171904581563,0.55982905982906,0.10199789695057881,0.047728308940865355,0.09230769230769242,0.10273972602739745,0.7094053161317451,0.10497237569060758,0.05616091659562816
2019,0,0,16,0.0,0.0,0.0,0.7591203104786548,0.6458333333333286,0.4219830899308224,0.6429382809541835,0.35706171904581563,0.55982905982906,0.11566771819137767,0.05637965622577851,0.098901098901099,0.10616438356164393,0.7275927209950616,0.11878453038674008,0.06440374023312415
2019,0,0,17,0.0,0.0,0.0,0.6765847347994827,0.6458333333333286,0.4219830899308224,0.6429382809541835,0.35706171904581563,0.55982905982906,0.11356466876971605,0.05503351114758581,0.10219780219780228,0.11187214611872132,0.7204214618250476,0.151933701657458,0.08536370984483421
2019,0,0,18,0.0,0.0,0.0,0.5498059508408798,0.6527777777777786,0.4611837048424289,0.6497538811056405,0.3502461188943582,0.55982905982906,0.12407991587802347,0.06179501208225047,0.13406593406593403,0.15981735159817356,0.6498565748165998,0.28591160220994416,0.17964161252280222
2019,0,0,19,0.0,0.0,0.0,0.41681759379042693,0.6944444444444358,0.43562644119907756,0.691404770920105,0.3085952290798937,0.14921652421652423,0.27024185068349116,0.16802762959923404,0.25384615384615383,0.261415525114155,0.566094347289072,0.2375690607734806,0.14403784402150147
