year,month,day,hour,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
2016,0,0,0,0.0,0.0,0.0,0.5594291062236781,0.34108527131782296,0.0430137389116691,0.3464303420922157,0.6536077361765436,0.03465737530930116,0.2008695652173913,0.11870990737067905,0.22003577817531284,0.21955719557195597,0.8052595234651745,0.24610244988864127,0.14862791965133315
2016,0,0,1,0.0,0.0,0.0,0.4698175011698643,0.33561331509348236,0.041886032329238855,0.33676251859196604,0.6631539796677413,0.007860274350070133,0.1869565217391307,0.10911847338600858,0.1976744186046513,0.19833948339483398,0.7402227251338815,0.23162583518930924,0.13827335476990527
2016,0,0,2,0.0,0.0,0.0,0.3600842302292934,0.3935248518011889,0.08619529719622837,0.384977689638081,0.6149268534589634,0.006894331165092006,0.17478260869565254,0.10098476654602434,0.18246869409660094,0.1789667896678968,0.7573017137246674,0.19821826280623567,0.11479611614801
2016,0,0,3,0.0,0.0,0.0,0.2585400093589144,0.4195166438668423,0.06549410924298613,0.4062964799206732,0.5936027770890158,0.006265004544575951,0.1426086956521737,0.08009286748480063,0.1574239713774599,0.15774907749077505,0.7418592476559269,0.1881959910913138,0.10802860685445781
2016,0,0,4,0.0,0.0,0.0,0.1689284043051006,0.4678522571819457,0.050990852111529095,0.4540158651462569,0.5458715596330277,0.006856985399319594,0.1243478260869566,0.06869713685963688,0.1440071556350626,0.14022140221402224,0.7310550212967923,0.15924276169265017,0.08904408931228572
2016,0,0,5,0.0,0.0,0.0,0.09592887225081893,0.5052439580483252,0.031002525211271722,0.4911998016856707,0.5086784031738161,0.007095695496756725,0.10521739130434771,0.057137976543322394,0.12611806797853298,0.12177121771217747,0.7353416755106239,0.14476614699331858,0.07984213739353263
2016,0,0,6,0.0,0.0,0.0,0.06808610201216657,0.5344277245781939,0.05093788257495314,0.5297471492315324,0.470245474832631,0.00676765836497209,0.09130434782608687,0.048936926815527304,0.10822898032200357,0.10516605166051685,0.7255339475555029,0.12694877505567925,0.06885814360971731
2016,0,0,7,0.0,0.0,0.0,0.12798315395414134,0.5800273597811128,0.08068151496834947,0.5707734258800201,0.42920902553930107,0.0061231915691429065,0.0800000000000003,0.04242437681137998,0.0948121645796065,0.09040590405904081,0.7256410935408896,0.11135857461024501,0.059506874615580324
2016,0,0,8,0.0,0.0,0.0,0.24894712213383247,0.5704514363884954,0.07046978038434103,0.5612295488349055,0.4386312918423012,0.026644185188568356,0.06695652173913058,0.03507332572851454,0.08139534883720922,0.07656826568265696,0.7210419641529457,0.09465478841870789,0.04976565833611388
2016,0,0,9,0.0,0.0,0.0,0.4031352363125878,0.5772913816689282,0.09679167972340992,0.5730044620723866,0.42685345896355087,0.05866616064836287,0.05913043478260871,0.030739564521467172,0.07066189624329167,0.0636531365313655,0.7179962478535155,0.0801781737193763,0.041556090672219714
