year,month,day,hour,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
2021,0,0,0,0.0,0.0,0.0,0.28765815230365244,0.34430379746834916,0.006402209389907106,0.35323281716924626,0.6467671828307524,0.023498694516971286,0.3735881841876627,0.24713362712877204,0.3491340018231539,0.3613678373382623,0.8407915539205254,0.4106334841628956,0.2814414771707069
2021,0,0,1,0.0,0.0,0.0,0.18405347338266892,0.3620253164556857,0.2011046949535526,0.37034773159467527,0.6296522684053245,0.02785030461270671,0.25108601216333604,0.14561802292419265,0.2634457611668184,0.290203327171904,0.6524725608829163,0.406108597285068,0.277054146683264
2021,0,0,2,0.0,0.0,0.0,0.09286225829553595,0.34430379746834916,0.044313331659553104,0.35323281716924626,0.6467671828307524,0.028347631480790753,0.2484795829713291,0.1437345519732732,0.24065633546034637,0.25231053604436227,0.667193153142197,0.2929864253393668,0.18218757122535115
2021,0,0,3,0.0,0.0,0.0,0.015516829792313211,0.3367088607594866,0.07607331157419031,0.3458978538440647,0.6541021461559358,0.028347631480790753,0.17810599478714173,0.09450966944617975,0.18596171376481307,0.2060998151571165,0.6638670152929373,0.26696832579185514,0.16221575606031383
2021,0,0,4,0.0,0.0,0.0,0.07567438529481978,0.3367088607594866,0.11373336680893799,0.3458978538440647,0.6541021461559358,0.028347631480790753,0.15204170286707197,0.07733265203574435,0.15861440291704665,0.17282809611829952,0.6141182238302272,0.21945701357466052,0.12785347271385136
2021,0,0,5,0.09999999999999999,0.0,0.09090909090909091,0.24635951301026499,0.31139240506328036,0.018955561134823,0.3214479760934523,0.6785520239065472,0.028347631480790753,0.12684622067767148,0.061673275932313865,0.12944393801276188,0.1451016635859521,0.645752257456447,0.1900452488687785,0.10771298382606415
2021,0,0,6,0.0,0.0,0.0,0.5005968011458583,0.3063291139240363,0.09477780567411498,0.3165580005433313,0.6834419994566694,0.028347631480790753,0.09817549956559524,0.044520873509520054,0.10209662716499524,0.12014787430683938,0.630238135052142,0.1696832579185521,0.09439440994727585
2021,0,0,7,0.0,0.0,0.0,0.7605633802816901,0.2987341772151808,0.07607331157419031,0.3092230372181479,0.6907769627818527,0.028347631480790753,0.0816681146828846,0.03504664964554416,0.08659981768459435,0.09889094269870635,0.6227284819555502,0.13687782805429882,0.07380110163891612
2021,0,0,8,0.0,0.0,0.0,0.9269515397469562,0.29113924050631823,0.07607331157419031,0.3018880738929628,0.6981119261070361,0.028347631480790753,0.0634231103388363,0.02491885542005054,0.06654512306289861,0.08133086876155282,0.6155289440880485,0.10746606334841635,0.05625601164634622
2021,0,0,9,0.0,0.0,0.0,0.9076151826211506,0.3240506329113799,0.2958825006276676,0.3336729149687585,0.6663270850312415,0.050105681959467824,0.05386620330147718,0.019746312844609842,0.05651777575205097,0.08872458410351203,0.5668632756681159,0.3054298642533937,0.20025198282309034
